screen_name,name,twitter_id,description,year,month,date,time,tweet_id,tweet.text
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,26,18.8,1243238444656197633,"b'RT @Muni_Recoleta: Alcalde llega hasta La Moneda junto a sus pares de La Pintana, Cerro Navia, Macul y Quinta Normal para solicitar al Pres\xe2\x80\xa6'"
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,26,17.20,1243226373679992838,"b'RT @Cutchile: \xf0\x9f\x8e\xa7 AUDIO | Nuestra presidenta, B\xc3\xa1rbara Figueroa (@Barbara_figue), llama a las y los trabajadores a fortalecer el sindicalismo\xe2\x80\xa6'"
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,26,14.21,1243181347113512963,"b'RT @PaulaVinadelMar: Asociaci\xc3\xb3n de Magistrados, solicita a CA de stgo, q de oficio anule RESOLUCI\xc3\x93N q revirti\xc3\xb3 DICTAMEN del juez URRUTIA y\xe2\x80\xa6'"
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,26,14.19,1243180731611914241,b'Y el gobierno tiene alguna versi\xc3\xb3n oficial de esto? https://t.co/pP0XcYS45y'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,26,14.4,1243177116109283329,"b'RT @Muni_Recoleta: Cuidarnos entre todos ante el #COVID2019 es de suma importancia, especialmente para las vecinas y vecinos que viven con\xe2\x80\xa6'"
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,25,16.7,1242845499352395783,b'@Claudiorada @anti_consumista @Muni_Recoleta en Achifarp se venden a 490.000'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,25,14.44,1242824734909370369,b'@Shactor No si se toman los resguardos necesarios'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,25,14.30,1242821176075919360,b'Exigimos #examenpreventivo nacional y gratuito a trav\xc3\xa9s de la salud primaria y el establecimientos de residencias s\xe2\x80\xa6 https://t.co/pbxZibELvw'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,25,14.27,1242820500897902593,b'Claramente las proyecciones de @jmanalich fracasaron. De cien contagiados diarios pasamos a mas de 200. Si no asume\xe2\x80\xa6 https://t.co/wojQP3Qw4A'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,25,14.13,1242816938549678083,b'RT @CELAGeopolitica: \xe2\x9c\x92\xef\xb8\x8f Siguen las adhesiones para exigir la condonaci\xc3\xb3n de la deuda externa soberana a los pa\xc3\xadses de Am\xc3\xa9rica Latina: ahora\xe2\x80\xa6'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,25,14.7,1242815377261953027,b'@Esteban_Musica @IvanCardenas74 @AChifarp Gracias. Un abrazo'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,25,14.6,1242815020884426753,b'Otra buena raz\xc3\xb3n para insistir #NomasAFP https://t.co/LfoqdKbHo4'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,25,12.47,1242795321694044161,b'Buenas noticias! Hoy comenzamos a vacunar a domicilio contra la influenza a todos los vecinos y vecinas postradas.\xe2\x80\xa6 https://t.co/293wA78njU'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,24,21.40,1242567097538011139,"b'Dada la actual contingencia y luego del proyecto aprobado en el Congreso, Recoleta se suma a la extensi\xc3\xb3n del plazo\xe2\x80\xa6 https://t.co/GZiMPE9XvE'"
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,24,20.32,1242549780275965958,b'@boris_barrera @sebastianpinera @PCdeChile @RNuevoMundo @oposicionpinera @Diputados_PC @FelipeParadaM\xe2\x80\xa6 https://t.co/Vxs35K7coS'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,24,19.42,1242537344680550402,"b'Ministro @jmanalich resulta urgente paralizar las obras de construcci\xc3\xb3n, manteniendo los ingresos de las y los trab\xe2\x80\xa6 https://t.co/ba91wvXCrZ'"
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,24,18.54,1242525220604383232,"b'Una consulta, este se\xc3\xb1or es el mismo que hoy desaconseja la Cuarentena en Chile?, porque en Febrero dec\xc3\xada que no ll\xe2\x80\xa6 https://t.co/2KQbJPHKqA'"
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,24,16.3,1242482109140185088,b'Si hasta este entendi\xc3\xb3 como no van a entender ac\xc3\xa1? / Hasta que entendi\xc3\xb3: Boris Johnson ordena tres semanas de cuare\xe2\x80\xa6 https://t.co/MzsPXbzOau'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,24,15.48,1242478452080553985,b'Nuestros valiosos equipos de emergencia siguen con los operativos  de sanitazaci\xc3\xb3n de espacios p\xc3\xbablicos como parade\xe2\x80\xa6 https://t.co/Vj6Q8LYO59'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,24,15.18,1242470744606441472,b'Hasta cuando el ministro de educaci\xc3\xb3n le miente a Chile. Afirma tener todo controlado pero las colaciones no llegan\xe2\x80\xa6 https://t.co/BiIgT9Lx9M'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,24,15.8,1242468317652189185,b'@bramasolearte @bpmorlaix supongo que es un chiste no?'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,24,15.6,1242467942958354432,"b'@Leoshiet18 @bpmorlaix respeto tu opini\xc3\xb3n pero no la comparto, una Cuarentena hoy evitara llegar a la crisis pues h\xe2\x80\xa6 https://t.co/ATgG7l5JYU'"
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,24,15.4,1242467209106030592,b'@moisesgallo nadie ha planteado la auto medicaci\xc3\xb3n.  Sea responsable Ud'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,24,14.25,1242457391842635777,b'Llamar\xc3\xa1 ahora el Pdte. @sebastianpinera a la OMS para decirles que el interferon no sirve para nada o haremos todo\xe2\x80\xa6 https://t.co/jAeQmIOOxP'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,24,13.47,1242448047482843139,b'@bpmorlaix Cuando se toman medidas para lograr un objetivo y se consigue precisamente lo contrario no se est\xc3\xa1 haciendo lo correcto'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,24,13.40,1242446128085446658,b'Pagaremos muy caro si el gobierno no rectifica su estrategia. N\xc3\xbamero de contagios dan cuenta de la ineptitud de qui\xe2\x80\xa6 https://t.co/WV0pyVByz3'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,24,12.58,1242435632003194880,"b'RT @boris_barrera: Que se suspendan los pagos de las cuentas de luz y agua hasta junio, es lo que establece el proyecto de ley que present\xc3\xa9\xe2\x80\xa6'"
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,23,20.14,1242182977028870152,"b'@medaigu07206604 @latercera A la fecha no hay cura, solo hay tratamientos experimentales con medicamentos existente\xe2\x80\xa6 https://t.co/lmbTQFsW8b'"
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,23,19.37,1242173735337156611,"b'RT @jjcc_chile: \xe2\xad\x95 As\xc3\xad se ve a esta hora la Inspecci\xc3\xb3n del Trabajo. ""Qu\xc3\xa9dense en sus casas"" dice el gobierno, pero los despidos no paran. El\xe2\x80\xa6'"
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,23,19.37,1242173643477733388,b'@massouh_leo @raulmaxalv iluminamos con lo que tu crees que debi\xc3\xa9ramos leer por favor'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,23,19.36,1242173292036980745,"b'@latercera O sea, si lo hace un funcionario del gobierno no es dolo, pero si lo hace alguien m\xc3\xa1s si? Eso se llama arbitrariedad'"
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,23,18.28,1242156162763587585,"b'Nuestra Universidad Abierta pone a disposici\xc3\xb3n de todos y todas quienes lo requieran, del curso \xe2\x80\x9cEducar en tiempos\xe2\x80\xa6 https://t.co/wbRpQyue0S'"
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,23,17.23,1242139933453795330,"b'@raulmaxalv Es que la vida me ha ense\xc3\xb1ado a leer un poco m\xc3\xa1s de lo que me ense\xc3\xb1aron en la FAU, que dicho sea de paso fue bien poco. Abrazo'"
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,23,15.7,1242105821791690752,b'@diputadonaranjo @andreaCO31 Es tiempo de pensar en una #RentaBasicaUniversal'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,23,15.2,1242104551345397763,b'RT @Muni_Recoleta: Informamos que hoy se reanuda la vacunaci\xc3\xb3n contra la influenza en Recoleta. \nMantendremos los puntos en el territorio y\xe2\x80\xa6'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,23,15.2,1242104540041826310,b'RT @Muni_Recoleta: Les compartimos el test que prepar\xc3\xb3 La Universidad de Concepci\xc3\xb3n para que las personas puedan identificar cuando asistir\xe2\x80\xa6'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,23,15.1,1242104141733904388,b'RT @Muni_Recoleta: Informamos que nuestro Mercado @tirsorecoleta esta semana cerrar\xc3\xa1 sus puertas a las 17hrs. Les recordamos visitarlo solo\xe2\x80\xa6'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,23,14.42,1242099509682941955,"b'RT @KarolCariola: Al no existir ninguna medida p\xc3\xbablica q lo impida, la fuerza laboral de nuestros pa\xc3\xads, hombres y mujeres deben aceptar con\xe2\x80\xa6'"
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,23,12.35,1242067428886142978,b'Sin duda tendremos que avanzar hacia una renta b\xc3\xa1sica universal. https://t.co/c5YkFmKxLR'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,22,23.25,1241868718222835713,"b'O sea, quien decide el tratamiento compasivo, lo decidi\xc3\xb3 el ministro @jmanalich o qui\xc3\xa9n? https://t.co/IcNpZWsiL9'"
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,22,23.24,1241868394762289155,b'RT @MarianoIRC: El comunicado emitido por la familia de la primera fallecida por Covid-19 en Chile. NO hubo fiesta familiar. El familiar NO\xe2\x80\xa6'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,22,21.43,1241843001502162954,b'El #ToqueDeQueda cuando la mayor\xc3\xada duerme no es soluci\xc3\xb3n para evitar contagios. Lo que se requiere son militares tr\xe2\x80\xa6 https://t.co/JRDOW3Kzhd'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,21,23.2,1241500472298606592,"b'Seguimos adelante con el plan de sanitizaci\xc3\xb3n en Recoleta, hoy se limpiaron y desinfectaron estaciones de Metro, pa\xe2\x80\xa6 https://t.co/upP4pc3dbm'"
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,21,20.55,1241468491623997441,"b'Si resulta cierto que  @jmanalich ha faltado a la verdad, es imposible que siga a cargo de la crisis / Alcalde de R\xe2\x80\xa6 https://t.co/ZnHId3Tsyq'"
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,21,20.52,1241467753036464128,b'Alcalde de Renca acusa a Ma\xc3\xb1alich de mentir: fallecida por Covid-19 se contagi\xc3\xb3 por familiar que trabaja en el Comp\xe2\x80\xa6 https://t.co/icJpwqwWAI'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,21,20.45,1241465986798288899,b'@rodrigoyumha77 @sebastianpinera Quien hablo de vacuna?'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,21,20.13,1241457886938771456,b'Ministr\xc3\xb3 @jmanalich es cierto que en el Compin de Huerfanos hay 19 contagiados y 3 hospitalizados y que la indicaci\xe2\x80\xa6 https://t.co/K5uuCR8avS'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,21,20.8,1241456783211847681,b'@allamand Es el sistema que has defendido durante los \xc3\xbaltimos 40 a\xc3\xb1os'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,21,19.27,1241446347779330049,b'Ministro @jmanalich En la actual crisis resulta indispensable que las licencias se extiendan no solo a los contagia\xe2\x80\xa6 https://t.co/OUDwjUlsQ3'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,21,16.33,1241402554212368384,b'RT @JorgeSharp: A la gente que viene a pasear a la regi\xc3\xb3n de Valpara\xc3\xadso \xc2\xa1qu\xc3\xa9 parte no entiende que tiene que quedarse en CUARENTENA su casa\xe2\x80\xa6'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,20,23.6,1241139048397275138,"b'RT @Muni_Recoleta: Excepcionalmente ma\xc3\xb1ana 21 de marzo, se vacunar\xc3\xa1 contra la Influenza en Cesfam Recoleta, Patricio Hevia y Petrinovic. Ta\xe2\x80\xa6'"
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,20,18.12,1241065148984459266,b'#cuarentenanacionalahora RT'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,20,17.5,1241048231376826375,b'@Daisyta777 y que hacemos mientras tanto  Dejamos morir a quienes se enferman?'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,20,17.4,1241048098476044289,b'@alvaroplazap cual es su fuente?'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,20,17.0,1241047083446042624,b'Los Alca\xc3\xb1des no pueden impedir el libre tr\xc3\xa1nsito en sus comunas. M\xc3\xa1s all\xc3\xa1 de las ganas acaparar c\xc3\xa1maras es importan\xe2\x80\xa6 https://t.co/gzGhKTnNb6'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,20,16.51,1241044630071894016,b'Comparto los argumentos que nos mueven a insistir en importar medicamento Interferon para enfrentar pandemia del Co\xe2\x80\xa6 https://t.co/k1X2HAyFhy'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,20,15.47,1241028516893908994,b'Ser\xc3\xada bueno saber que har\xc3\xa1 el Gobierno de @sebastianpinera para mitigar las multimillonarias p\xc3\xa9rdidas que sufrir\xc3\xa1n\xe2\x80\xa6 https://t.co/rAYxYZZbrF'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,20,14.51,1241014407511105537,b'RT @latercera: \xe2\x80\x9cNo esperemos m\xc3\xa1s\xe2\x80\x9d: 56 alcaldes de todo Chile piden al Presidente Pi\xc3\xb1era que decrete \xe2\x80\x9cde forma urgente\xe2\x80\x9d cuarentena nacional\xe2\x80\xa6'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,19,18.39,1240709595213049857,"b'En serio, no s\xc3\xa9 qu\xc3\xa9 pretende este gobierno. Ahora rechaza propuesta de U de Concepci\xc3\xb3n para fabricar antiviral en b\xe2\x80\xa6 https://t.co/kSNYcB3IEj'"
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,19,16.43,1240680324595683329,b'Hemos habilitado en #Recoleta tres n\xc3\xbameros de tel\xc3\xa9fonos para consultas espec\xc3\xadficas de salud. Tendremos a personal c\xe2\x80\xa6 https://t.co/420sJVWj7Q'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,19,16.21,1240674825523171328,b'@jmanalich @sebastianpinera algo que decir? https://t.co/TYwFZLuxe8'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,19,16.20,1240674627073880065,b'@SkokE8 @sebastianpinera @jmanalich Entonces esperemos hasta el pr\xc3\xb3ximo a\xc3\xb1o pues para los virus nuevos no existen t\xe2\x80\xa6 https://t.co/eyxUUyzQYm'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,19,16.11,1240672204775280640,b'Ya tenemos enfermos con crisis respiratoria y a\xc3\xban no conocemos el protocolo de atenci\xc3\xb3n @sebastianpinera @jmanalich\xe2\x80\xa6 https://t.co/BOrpAgbmzG'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,19,14.6,1240640796573020163,b'Exijamos al Gobierno de @sebastianpinera que de a conocer el protocolo de atenci\xc3\xb3n para los contagiados de alto rie\xe2\x80\xa6 https://t.co/nJ0RQXzI49'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,19,14.4,1240640315817635840,b'@will_ureta @sebastianpinera Estimado este gobierno aun no da a conocer el protocolo de atenci\xc3\xb3n para pacientes gra\xe2\x80\xa6 https://t.co/VnHd2CWgL4'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,19,13.55,1240638069046480907,b'Incre\xc3\xadble. Algunos proponen sentarnos a esperar estudios concluyentes para actuar. El Covid-19 es nuevo y no tendre\xe2\x80\xa6 https://t.co/epzE1A2itQ'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,19,13.0,1240624272688717828,b'Queremos evitar todo tipo de aglomeraciones. Por eso hemos dispuesto otros puntos de vacunaci\xc3\xb3n contra la influenza\xe2\x80\xa6 https://t.co/X6472rsh83'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,19,12.57,1240623516053131265,"b'RT @Muni_Recoleta: Debido a la contingencia nacional en materia de salud p\xc3\xbablica, algunos puntos de pago del #PermisoDeCirculaci\xc3\xb3n2020 se m\xe2\x80\xa6'"
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,18,23.28,1240419780168945664,"b'Pdte. @sebastianpinera La irresponsabilidad ser\xc3\xada dejar de hacer todo lo posible para enfrentar esta crisis, como l\xe2\x80\xa6 https://t.co/2frwlNiauM'"
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,18,16.25,1240313446832508931,b'RT @Muni_Recoleta: Hoy con nuestras cuadrillas municipales seguimos recorriendo los paraderos y estaciones de Metro para realizar limpieza\xe2\x80\xa6'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,18,16.25,1240313437877612549,"b'RT @Muni_Recoleta: ""Resultados del proceso de postulaci\xc3\xb3n a los departamentos de la #InmobiliariaPopular""\nAgradecemos a todas las familias\xe2\x80\xa6'"
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,18,15.2,1240292378101121025,"b'@charliedonosoa En la Primera Pagina del seguido tweet, primer p\xc3\xa1rrafo, donde dice tratamiento anti viral.  Esta con negrillas'"
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,18,13.58,1240276339451727872,b'https://t.co/IEiKV4Gwxv'
danieljadue,Daniel Jadue #YoApruebo,146542753,"b'Alcalde de la comuna de Recoleta, Arquitecto y Soci\xc3\xb3logo.'",2020,3,18,13.57,1240276242152251392,b'https://t.co/jLhYpsRSOq'
